ticketnumber,leg1flightnum,leg1uniquecarrier,leg1origin,leg1dest,leg1month,leg1dayofmonth,leg1dayofweek,leg1deptime,leg1arrtime,leg2flightnum,leg2uniquecarrier,leg2origin,leg2dest,leg2month,leg2dayofmonth,leg2dayofweek,leg2deptime,leg2arrtime
2232028896752,3422,MQ,ABI,DFW,8,7,7,1145,1242,3541,MQ,DFW,BTR,8,7,7,1855,2017
6290295167473,3242,MQ,SHV,DFW,8,7,7,1320,1428,3541,MQ,DFW,BTR,8,7,7,1855,2017
3887893493515,3768,MQ,GSP,DFW,8,7,7,1633,1814,3541,MQ,DFW,BTR,8,7,7,1855,2017
9931774942127,3642,MQ,GRK,DFW,8,7,7,1734,1829,3541,MQ,DFW,BTR,8,7,7,1855,2017
2955232448380,3574,MQ,HOU,DFW,8,7,7,614,714,3541,MQ,DFW,BTR,8,7,7,1855,2017
6440446228877,3484,MQ,PIA,DFW,8,7,7,615,810,3541,MQ,DFW,BTR,8,7,7,1855,2017
1968809043217,3228,MQ,LAW,DFW,8,7,7,830,930,3541,MQ,DFW,BTR,8,7,7,1855,2017
3231243002074,3438,MQ,CVG,DFW,8,7,7,1026,1135,3541,MQ,DFW,BTR,8,7,7,1855,2017
3227316925782,3310,MQ,LAW,DFW,8,7,7,1121,1223,3541,MQ,DFW,BTR,8,7,7,1855,2017
5483725503260,3202,MQ,LAW,DFW,8,7,7,1330,1444,3541,MQ,DFW,BTR,8,7,7,1855,2017
5896758170584,3688,MQ,CHA,DFW,8,7,7,1437,1706,3541,MQ,DFW,BTR,8,7,7,1855,2017
2740016273854,3698,MQ,SGF,DFW,8,7,7,538,650,3541,MQ,DFW,BTR,8,7,7,1855,2017
7133166361307,3674,MQ,DSM,DFW,8,7,7,627,810,3541,MQ,DFW,BTR,8,7,7,1855,2017
4553752314476,3348,MQ,LAW,DFW,8,7,7,639,742,3541,MQ,DFW,BTR,8,7,7,1855,2017
6105399158225,3424,MQ,MOB,DFW,8,7,7,642,837,3541,MQ,DFW,BTR,8,7,7,1855,2017
8995655023476,3836,MQ,BUF,DFW,8,7,7,713,912,3541,MQ,DFW,BTR,8,7,7,1855,2017
1740090975469,3482,MQ,MAF,DFW,8,7,7,714,855,3541,MQ,DFW,BTR,8,7,7,1855,2017
9320246046302,3838,MQ,SAV,DFW,8,7,7,759,935,3541,MQ,DFW,BTR,8,7,7,1855,2017
2970543160413,3370,MQ,CVG,DFW,8,7,7,800,948,3541,MQ,DFW,BTR,8,7,7,1855,2017
7800384535066,3208,MQ,ACT,DFW,8,7,7,824,911,3541,MQ,DFW,BTR,8,7,7,1855,2017
9848332660485,3562,MQ,MKE,DFW,8,7,7,924,1131,3541,MQ,DFW,BTR,8,7,7,1855,2017
9532325155900,3854,MQ,PNS,DFW,8,7,7,942,1141,3541,MQ,DFW,BTR,8,7,7,1855,2017
4697433816584,3554,MQ,OKC,DFW,8,7,7,1033,1137,3541,MQ,DFW,BTR,8,7,7,1855,2017
5933373261954,3762,MQ,AMA,DFW,8,7,7,1050,1201,3541,MQ,DFW,BTR,8,7,7,1855,2017
9321338997877,3652,MQ,LBB,DFW,8,7,7,1054,1200,3541,MQ,DFW,BTR,8,7,7,1855,2017
2532047313911,3312,MQ,SPS,DFW,8,7,7,1221,1311,3541,MQ,DFW,BTR,8,7,7,1855,2017
5907397792176,3816,MQ,TUL,DFW,8,7,7,1500,1659,3541,MQ,DFW,BTR,8,7,7,1855,2017
8460884866511,3568,MQ,CRP,DFW,8,7,7,557,720,3541,MQ,DFW,BTR,8,7,7,1855,2017
6308359868856,3604,MQ,FWA,DFW,8,7,7,646,858,3541,MQ,DFW,BTR,8,7,7,1855,2017
6473057569535,3386,MQ,MSN,DFW,8,7,7,754,1026,3541,MQ,DFW,BTR,8,7,7,1855,2017
5890063178884,3752,MQ,ICT,DFW,8,7,7,953,1103,3541,MQ,DFW,BTR,8,7,7,1855,2017
7011981136080,3338,MQ,TYR,DFW,8,7,7,1241,1335,3541,MQ,DFW,BTR,8,7,7,1855,2017
7215322252321,3718,MQ,TYS,DFW,8,7,7,1250,1355,3541,MQ,DFW,BTR,8,7,7,1855,2017
6592053393097,3266,MQ,ACT,DFW,8,7,7,1258,1351,3541,MQ,DFW,BTR,8,7,7,1855,2017
3725196980552,3680,MQ,FSM,DFW,8,7,7,753,910,3541,MQ,DFW,BTR,8,7,7,1855,2017
5583632340103,3592,MQ,ROC,DFW,8,7,7,810,1023,3541,MQ,DFW,BTR,8,7,7,1855,2017
6545566773289,3284,MQ,CLL,DFW,8,7,7,811,923,3541,MQ,DFW,BTR,8,7,7,1855,2017
7993625619131,3206,MQ,GRK,DFW,8,7,7,841,958,3541,MQ,DFW,BTR,8,7,7,1855,2017
2660496454558,3384,MQ,SJT,DFW,8,7,7,859,953,3541,MQ,DFW,BTR,8,7,7,1855,2017
2357493463935,3810,MQ,XNA,DFW,8,7,7,1242,1340,3541,MQ,DFW,BTR,8,7,7,1855,2017
8053208025778,3742,MQ,JAN,DFW,8,7,7,1244,1420,3541,MQ,DFW,BTR,8,7,7,1855,2017
4355211992954,3784,MQ,ICT,DFW,8,7,7,1507,1705,3541,MQ,DFW,BTR,8,7,7,1855,2017
3813968951310,3560,MQ,JAN,DFW,8,7,7,1535,1852,3541,MQ,DFW,BTR,8,7,7,1855,2017
1540119793549,3446,MQ,GRR,DFW,8,7,7,1554,1741,3541,MQ,DFW,BTR,8,7,7,1855,2017
5028617066196,3426,MQ,TUL,DFW,8,7,7,1600,1803,3541,MQ,DFW,BTR,8,7,7,1855,2017
2627306022981,3570,MQ,CID,DFW,8,7,7,646,852,3541,MQ,DFW,BTR,8,7,7,1855,2017
9451819307297,3646,MQ,SGF,DFW,8,7,7,655,815,3541,MQ,DFW,BTR,8,7,7,1855,2017
6156797336403,3466,MQ,XNA,DFW,8,7,7,801,925,3541,MQ,DFW,BTR,8,7,7,1855,2017
1967817034160,3474,MQ,PNS,DFW,8,7,7,1108,1300,3541,MQ,DFW,BTR,8,7,7,1855,2017
6972464148823,3588,MQ,DAY,DFW,8,7,7,1314,1506,3541,MQ,DFW,BTR,8,7,7,1855,2017
2108394876044,3518,MQ,XNA,DFW,8,7,7,1447,1703,3541,MQ,DFW,BTR,8,7,7,1855,2017
3258678080941,3460,MQ,LRD,DFW,8,7,7,1604,1833,3541,MQ,DFW,BTR,8,7,7,1855,2017
4365429355636,3862,MQ,VPS,DFW,8,7,7,621,903,3541,MQ,DFW,BTR,8,7,7,1855,2017
3077278756280,3782,MQ,SHV,DFW,8,7,7,654,750,3541,MQ,DFW,BTR,8,7,7,1855,2017
2108135601665,3400,MQ,TYR,DFW,8,7,7,730,810,3541,MQ,DFW,BTR,8,7,7,1855,2017
1587978385847,3872,MQ,RST,DFW,8,7,7,733,946,3541,MQ,DFW,BTR,8,7,7,1855,2017
4803098631866,3332,MQ,TXK,DFW,8,7,7,1132,1240,3541,MQ,DFW,BTR,8,7,7,1855,2017
7695447594509,3696,MQ,SGF,DFW,8,7,7,1223,1336,3541,MQ,DFW,BTR,8,7,7,1855,2017
1509550630545,3382,MQ,SGF,DFW,8,7,7,1342,1518,3541,MQ,DFW,BTR,8,7,7,1855,2017
5053293610063,3232,MQ,SPS,DFW,8,7,7,1357,1444,3541,MQ,DFW,BTR,8,7,7,1855,2017
5215397085886,3576,MQ,CID,DFW,8,7,7,1502,1727,3541,MQ,DFW,BTR,8,7,7,1855,2017
6726243745259,3808,MQ,EVV,DFW,8,7,7,1510,1728,3541,MQ,DFW,BTR,8,7,7,1855,2017
9340199218488,3396,MQ,HSV,DFW,8,7,7,1513,1739,3541,MQ,DFW,BTR,8,7,7,1855,2017
7841033982192,3320,MQ,TYR,DFW,8,7,7,1716,1826,3541,MQ,DFW,BTR,8,7,7,1855,2017
1647497247516,3676,MQ,PNS,DFW,8,7,7,806,1000,3541,MQ,DFW,BTR,8,7,7,1855,2017
4967765364829,3644,MQ,GRR,DFW,8,7,7,1216,1338,3541,MQ,DFW,BTR,8,7,7,1855,2017
3451721233247,3506,MQ,LIT,DFW,8,7,7,1425,1702,3541,MQ,DFW,BTR,8,7,7,1855,2017
3074064612074,3280,MQ,CLL,DFW,8,7,7,624,730,3541,MQ,DFW,BTR,8,7,7,1855,2017
1195639477749,3726,MQ,MLI,DFW,8,7,7,647,848,3541,MQ,DFW,BTR,8,7,7,1855,2017
3019411811987,3324,MQ,TYR,DFW,8,7,7,1008,1107,3541,MQ,DFW,BTR,8,7,7,1855,2017
1728481596778,3402,MQ,HOU,DFW,8,7,7,1138,1236,3541,MQ,DFW,BTR,8,7,7,1855,2017
6624805738244,3572,MQ,LBB,DFW,8,7,7,1220,1331,3541,MQ,DFW,BTR,8,7,7,1855,2017
7809269405882,3364,MQ,HOU,DFW,8,7,7,2314,10,3541,MQ,DFW,BTR,8,7,7,1855,2017
3865322923813,3214,MQ,SPS,DFW,8,7,7,815,927,3541,MQ,DFW,BTR,8,7,7,1855,2017
6399011945667,3802,MQ,MKE,DFW,8,7,7,1241,1518,3541,MQ,DFW,BTR,8,7,7,1855,2017
6552901286431,3748,MQ,SAV,DFW,8,7,7,1258,1444,3541,MQ,DFW,BTR,8,7,7,1855,2017
2010452519299,3212,MQ,GRK,DFW,8,7,7,1344,1447,3541,MQ,DFW,BTR,8,7,7,1855,2017
4561146191118,3522,MQ,FSM,DFW,8,7,7,1411,1659,3541,MQ,DFW,BTR,8,7,7,1855,2017
8715062355938,3708,MQ,MKE,DFW,8,7,7,1452,1735,3541,MQ,DFW,BTR,8,7,7,1855,2017
1111520089490,3766,MQ,ABI,DFW,8,7,7,541,623,3541,MQ,DFW,BTR,8,7,7,1855,2017
9351804503761,3640,MQ,GSP,DFW,8,7,7,653,819,3541,MQ,DFW,BTR,8,7,7,1855,2017
4948231054085,3740,MQ,TXK,DFW,8,7,7,655,744,3541,MQ,DFW,BTR,8,7,7,1855,2017
2834254781152,3852,MQ,SGF,DFW,8,7,7,802,927,3541,MQ,DFW,BTR,8,7,7,1855,2017
4351421708323,3876,MQ,JAN,DFW,8,7,7,922,1051,3541,MQ,DFW,BTR,8,7,7,1855,2017
3588680652743,3218,MQ,CLL,DFW,8,7,7,1015,1136,3541,MQ,DFW,BTR,8,7,7,1855,2017
9876641024485,3458,MQ,CMH,DFW,8,7,7,1028,1152,3541,MQ,DFW,BTR,8,7,7,1855,2017
7369065705290,3350,MQ,TUL,DFW,8,7,7,1220,1320,3541,MQ,DFW,BTR,8,7,7,1855,2017
2492549955737,3616,MQ,GSO,DFW,8,7,7,1312,1516,3541,MQ,DFW,BTR,8,7,7,1855,2017
9751449501723,3864,MQ,SYR,DFW,8,7,7,1535,1748,3541,MQ,DFW,BTR,8,7,7,1855,2017
9586776411984,3514,MQ,OKC,DFW,8,7,7,545,634,3541,MQ,DFW,BTR,8,7,7,1855,2017
4080489893183,3746,MQ,LIT,DFW,8,7,7,545,648,3541,MQ,DFW,BTR,8,7,7,1855,2017
7540202276470,3564,MQ,GSO,DFW,8,7,7,602,748,3541,MQ,DFW,BTR,8,7,7,1855,2017
4013730763397,3684,MQ,GRK,DFW,8,7,7,612,657,3541,MQ,DFW,BTR,8,7,7,1855,2017
3567807540565,3536,MQ,LIT,DFW,8,7,7,747,904,3541,MQ,DFW,BTR,8,7,7,1855,2017
8932588398005,3692,MQ,SHV,DFW,8,7,7,920,1036,3541,MQ,DFW,BTR,8,7,7,1855,2017
8207894645645,3434,MQ,CRP,DFW,8,7,7,934,1058,3541,MQ,DFW,BTR,8,7,7,1855,2017
2573671987345,3356,MQ,GRK,DFW,8,7,7,955,1041,3541,MQ,DFW,BTR,8,7,7,1855,2017
1935068956006,3368,MQ,LIT,DFW,8,7,7,1031,1137,3541,MQ,DFW,BTR,8,7,7,1855,2017
8961963775696,3756,MQ,XNA,DFW,8,7,7,1110,1212,3541,MQ,DFW,BTR,8,7,7,1855,2017
6516335449494,3416,MQ,SJT,DFW,8,7,7,1130,1242,3541,MQ,DFW,BTR,8,7,7,1855,2017
6253175113684,3552,MQ,LEX,DFW,8,7,7,1245,1400,3541,MQ,DFW,BTR,8,7,7,1855,2017
4036976613171,3406,MQ,LBB,DFW,8,7,7,1316,1421,3541,MQ,DFW,BTR,8,7,7,1855,2017
6931839088694,3502,MQ,HSV,DFW,8,7,7,1337,1704,3541,MQ,DFW,BTR,8,7,7,1855,2017
2578545838563,3886,MQ,TVC,DFW,8,7,7,1402,1644,3541,MQ,DFW,BTR,8,7,7,1855,2017
3396727047725,3754,MQ,SHV,DFW,8,7,7,1708,1810,3541,MQ,DFW,BTR,8,7,7,1855,2017
3281535548298,3300,MQ,ABI,DFW,8,7,7,945,1108,3541,MQ,DFW,BTR,8,7,7,1855,2017
3422701723096,3606,MQ,CLE,DFW,8,7,7,1257,1452,3541,MQ,DFW,BTR,8,7,7,1855,2017
3388452555315,3794,MQ,FWA,DFW,8,7,7,1408,1713,3541,MQ,DFW,BTR,8,7,7,1855,2017
4250441612478,3530,MQ,TYR,DFW,8,7,7,1442,1523,3541,MQ,DFW,BTR,8,7,7,1855,2017
2285361482050,3878,MQ,DSM,DFW,8,7,7,905,1051,3541,MQ,DFW,BTR,8,7,7,1855,2017
3971546691360,3456,MQ,MSP,DFW,8,7,7,929,1152,3541,MQ,DFW,BTR,8,7,7,1855,2017
3904241639307,3492,MQ,SHV,DFW,8,7,7,1209,1300,3541,MQ,DFW,BTR,8,7,7,1855,2017
9767550832187,3758,MQ,GSP,DFW,8,7,7,1400,1700,3541,MQ,DFW,BTR,8,7,7,1855,2017
3394311460640,3798,MQ,HOU,DFW,8,7,7,1420,1517,3541,MQ,DFW,BTR,8,7,7,1855,2017
9331821817359,3772,MQ,AMA,DFW,8,7,7,1705,1853,3541,MQ,DFW,BTR,8,7,7,1855,2017
7025052979525,3598,MQ,CMH,DFW,8,7,7,608,728,3541,MQ,DFW,BTR,8,7,7,1855,2017
4496646326052,3270,MQ,SPS,DFW,8,7,7,639,719,3541,MQ,DFW,BTR,8,7,7,1855,2017
1959894826578,3448,MQ,ABI,DFW,8,7,7,803,852,3541,MQ,DFW,BTR,8,7,7,1855,2017
7664025654397,3308,MQ,GRK,DFW,8,7,7,1131,1242,3541,MQ,DFW,BTR,8,7,7,1855,2017
6533549218580,3544,MQ,AMA,DFW,8,7,7,1146,1259,3541,MQ,DFW,BTR,8,7,7,1855,2017
9085714167986,3884,MQ,ICT,DFW,8,7,7,1223,1350,3541,MQ,DFW,BTR,8,7,7,1855,2017
2368479577746,3868,MQ,MSN,DFW,8,7,7,1316,1526,3541,MQ,DFW,BTR,8,7,7,1855,2017
7371421230433,3550,MQ,SJT,DFW,8,7,7,655,752,3541,MQ,DFW,BTR,8,7,7,1855,2017
4828635155302,3494,MQ,SBA,DFW,8,7,7,655,1159,3541,MQ,DFW,BTR,8,7,7,1855,2017
4089515237731,3390,MQ,LBB,DFW,8,7,7,853,1007,3541,MQ,DFW,BTR,8,7,7,1855,2017
8599825174560,3788,MQ,SGF,DFW,8,7,7,916,1040,3541,MQ,DFW,BTR,8,7,7,1855,2017
3922065469696,3700,MQ,HOU,DFW,8,7,7,1011,1119,3541,MQ,DFW,BTR,8,7,7,1855,2017
6413224002332,3546,MQ,SDF,DFW,8,7,7,1144,1243,3541,MQ,DFW,BTR,8,7,7,1855,2017
5422380736062,3870,MQ,MLI,DFW,8,7,7,1314,1509,3541,MQ,DFW,BTR,8,7,7,1855,2017
7593206578900,3826,MQ,SHV,DFW,8,7,7,540,636,3541,MQ,DFW,BTR,8,7,7,1855,2017
5569536700979,3796,MQ,GRR,DFW,8,7,7,545,658,3541,MQ,DFW,BTR,8,7,7,1855,2017
7520351801121,3654,MQ,FSM,DFW,8,7,7,553,643,3541,MQ,DFW,BTR,8,7,7,1855,2017
8508559088098,3414,MQ,GRK,DFW,8,7,7,818,915,3541,MQ,DFW,BTR,8,7,7,1855,2017
4923354100038,3586,MQ,OKC,DFW,8,7,7,920,1007,3541,MQ,DFW,BTR,8,7,7,1855,2017
6955919963089,3738,MQ,CVG,DFW,8,7,7,1242,1406,3541,MQ,DFW,BTR,8,7,7,1855,2017
7512676599791,3874,MQ,CRP,DFW,8,7,7,1307,1659,3541,MQ,DFW,BTR,8,7,7,1855,2017
2947879291763,3480,MQ,BUF,DFW,8,7,7,1515,1759,3541,MQ,DFW,BTR,8,7,7,1855,2017
1567948179209,3720,MQ,CVG,DFW,8,7,7,616,726,3541,MQ,DFW,BTR,8,7,7,1855,2017
2818457663266,3636,MQ,LRD,DFW,8,7,7,1206,1327,3541,MQ,DFW,BTR,8,7,7,1855,2017
7664358714258,3790,MQ,DSM,DFW,8,7,7,1249,1453,3541,MQ,DFW,BTR,8,7,7,1855,2017
5669003129918,3766,MQ,ABI,DFW,6,16,4,530,608,3405,MQ,DFW,BTR,6,16,4,1318,1451
4550143570324,3476,MQ,AMA,DFW,6,16,4,543,655,3405,MQ,DFW,BTR,6,16,4,1318,1451
3092457009323,3424,MQ,MOB,DFW,6,16,4,645,822,3405,MQ,DFW,BTR,6,16,4,1318,1451
6519383196488,3386,MQ,MSN,DFW,6,16,4,731,947,3405,MQ,DFW,BTR,6,16,4,1318,1451
1419282921910,3432,MQ,AMA,DFW,6,16,4,906,1006,3405,MQ,DFW,BTR,6,16,4,1318,1451
5185775691735,3474,MQ,PNS,DFW,6,16,4,1054,1237,3405,MQ,DFW,BTR,6,16,4,1318,1451
7829777676627,3604,MQ,FWA,DFW,6,16,4,649,927,3405,MQ,DFW,BTR,6,16,4,1318,1451
5994354231433,3400,MQ,TYR,DFW,6,16,4,706,749,3405,MQ,DFW,BTR,6,16,4,1318,1451
1705860037361,3878,MQ,DSM,DFW,6,16,4,900,1053,3405,MQ,DFW,BTR,6,16,4,1318,1451
3222198906518,3356,MQ,GRK,DFW,6,16,4,1008,1053,3405,MQ,DFW,BTR,6,16,4,1318,1451
7756739251748,3324,MQ,TYR,DFW,6,16,4,1012,1057,3405,MQ,DFW,BTR,6,16,4,1318,1451
8756623839615,3376,MQ,GSO,DFW,6,16,4,1046,1230,3405,MQ,DFW,BTR,6,16,4,1318,1451
8068267582364,3322,MQ,ABI,DFW,6,16,4,1127,1220,3405,MQ,DFW,BTR,6,16,4,1318,1451
7768548037278,3654,MQ,FSM,DFW,6,16,4,530,626,3405,MQ,DFW,BTR,6,16,4,1318,1451
9533133339825,3206,MQ,GRK,DFW,6,16,4,849,947,3405,MQ,DFW,BTR,6,16,4,1318,1451
4049255581428,3782,MQ,SHV,DFW,6,16,4,658,756,3405,MQ,DFW,BTR,6,16,4,1318,1451
3939535036877,3450,MQ,CMI,DFW,6,16,4,734,946,3405,MQ,DFW,BTR,6,16,4,1318,1451
4363398844234,3214,MQ,SPS,DFW,6,16,4,816,904,3405,MQ,DFW,BTR,6,16,4,1318,1451
3845209766518,3854,MQ,PNS,DFW,6,16,4,951,1155,3405,MQ,DFW,BTR,6,16,4,1318,1451
6052720125757,3438,MQ,CVG,DFW,6,16,4,1017,1125,3405,MQ,DFW,BTR,6,16,4,1318,1451
1340643106139,3824,MQ,SHV,DFW,6,16,4,839,933,3405,MQ,DFW,BTR,6,16,4,1318,1451
8471982588929,3546,MQ,SDF,DFW,6,16,4,1140,1252,3405,MQ,DFW,BTR,6,16,4,1318,1451
1592236772838,3260,MQ,CLL,DFW,6,16,4,1206,1308,3405,MQ,DFW,BTR,6,16,4,1318,1451
6069399123307,3746,MQ,LIT,DFW,6,16,4,543,655,3405,MQ,DFW,BTR,6,16,4,1318,1451
7585462676653,3778,MQ,TYS,DFW,6,16,4,559,703,3405,MQ,DFW,BTR,6,16,4,1318,1451
4706843964480,3306,MQ,ACT,DFW,6,16,4,619,710,3405,MQ,DFW,BTR,6,16,4,1318,1451
3052976864488,3662,MQ,SGF,DFW,6,16,4,1044,1208,3405,MQ,DFW,BTR,6,16,4,1318,1451
9513159566144,3500,MQ,HSV,DFW,6,16,4,1050,1246,3405,MQ,DFW,BTR,6,16,4,1318,1451
6383388654126,3464,MQ,LRD,DFW,6,16,4,621,732,3405,MQ,DFW,BTR,6,16,4,1318,1451
7012016903177,3550,MQ,SJT,DFW,6,16,4,646,750,3405,MQ,DFW,BTR,6,16,4,1318,1451
5934039275692,3482,MQ,MAF,DFW,6,16,4,654,806,3405,MQ,DFW,BTR,6,16,4,1318,1451
4215768436137,3536,MQ,LIT,DFW,6,16,4,735,850,3405,MQ,DFW,BTR,6,16,4,1318,1451
9436942940744,3208,MQ,ACT,DFW,6,16,4,832,923,3405,MQ,DFW,BTR,6,16,4,1318,1451
5719188837376,3876,MQ,JAN,DFW,6,16,4,925,1059,3405,MQ,DFW,BTR,6,16,4,1318,1451
2828812904997,3826,MQ,SHV,DFW,6,16,4,539,627,3405,MQ,DFW,BTR,6,16,4,1318,1451
1258104386457,3256,MQ,GGG,DFW,6,16,4,637,735,3405,MQ,DFW,BTR,6,16,4,1318,1451
8841692207429,3384,MQ,SJT,DFW,6,16,4,821,915,3405,MQ,DFW,BTR,6,16,4,1318,1451
6108290846772,3534,MQ,LIT,DFW,6,16,4,901,1008,3405,MQ,DFW,BTR,6,16,4,1318,1451
6853523321238,3788,MQ,SGF,DFW,6,16,4,913,1047,3405,MQ,DFW,BTR,6,16,4,1318,1451
3396966017496,3226,MQ,SPS,DFW,6,16,4,1000,1052,3405,MQ,DFW,BTR,6,16,4,1318,1451
2861453703880,3310,MQ,LAW,DFW,6,16,4,1122,1215,3405,MQ,DFW,BTR,6,16,4,1318,1451
3217789391264,3720,MQ,CVG,DFW,6,16,4,618,739,3405,MQ,DFW,BTR,6,16,4,1318,1451
4964810461315,3494,MQ,SBA,DFW,6,16,4,659,1157,3405,MQ,DFW,BTR,6,16,4,1318,1451
9187788644310,3490,MQ,FSM,DFW,6,16,4,1106,1206,3405,MQ,DFW,BTR,6,16,4,1318,1451
4639604712095,3308,MQ,GRK,DFW,6,16,4,1109,1220,3405,MQ,DFW,BTR,6,16,4,1318,1451
1373919942301,3416,MQ,SJT,DFW,6,16,4,1117,1216,3405,MQ,DFW,BTR,6,16,4,1318,1451
2812179601066,3498,MQ,LEX,DFW,6,16,4,621,733,3405,MQ,DFW,BTR,6,16,4,1318,1451
1988658951195,3732,MQ,LIT,DFW,6,16,4,928,1044,3405,MQ,DFW,BTR,6,16,4,1318,1451
8450717748142,3484,MQ,PIA,DFW,6,16,4,616,828,3405,MQ,DFW,BTR,6,16,4,1318,1451
7576503145870,3348,MQ,LAW,DFW,6,16,4,635,724,3405,MQ,DFW,BTR,6,16,4,1318,1451
6272082065659,3640,MQ,GSP,DFW,6,16,4,654,814,3405,MQ,DFW,BTR,6,16,4,1318,1451
4393854923956,3520,MQ,LBB,DFW,6,16,4,711,814,3405,MQ,DFW,BTR,6,16,4,1318,1451
5640144921294,3872,MQ,RST,DFW,6,16,4,732,948,3405,MQ,DFW,BTR,6,16,4,1318,1451
7714055379862,3448,MQ,ABI,DFW,6,16,4,801,849,3405,MQ,DFW,BTR,6,16,4,1318,1451
3048225214574,3562,MQ,MKE,DFW,6,16,4,924,1156,3405,MQ,DFW,BTR,6,16,4,1318,1451
6952434868044,3716,MQ,LBB,DFW,6,16,4,541,644,3405,MQ,DFW,BTR,6,16,4,1318,1451
1331467805460,3650,MQ,XNA,DFW,6,16,4,552,702,3405,MQ,DFW,BTR,6,16,4,1318,1451
6915970179597,3680,MQ,FSM,DFW,6,16,4,735,835,3405,MQ,DFW,BTR,6,16,4,1318,1451
7349454754621,3760,MQ,HOU,DFW,6,16,4,851,1012,3405,MQ,DFW,BTR,6,16,4,1318,1451
7501357574518,3652,MQ,LBB,DFW,6,16,4,1015,1133,3405,MQ,DFW,BTR,6,16,4,1318,1451
9969573146755,3634,MQ,JAN,DFW,6,16,4,1045,1213,3405,MQ,DFW,BTR,6,16,4,1318,1451
4629068648054,3702,MQ,ICT,DFW,6,16,4,540,645,3405,MQ,DFW,BTR,6,16,4,1318,1451
2783283009465,3684,MQ,GRK,DFW,6,16,4,615,704,3405,MQ,DFW,BTR,6,16,4,1318,1451
4083240421668,3570,MQ,CID,DFW,6,16,4,630,859,3405,MQ,DFW,BTR,6,16,4,1318,1451
7254966883238,3558,MQ,MAF,DFW,6,16,4,1117,1225,3405,MQ,DFW,BTR,6,16,4,1318,1451
1229768091366,3504,MQ,BNA,DFW,6,16,4,550,748,3405,MQ,DFW,BTR,6,16,4,1318,1451
7674317129080,3734,MQ,MKE,DFW,6,16,4,550,831,3405,MQ,DFW,BTR,6,16,4,1318,1451
1337261727760,3598,MQ,CMH,DFW,6,16,4,607,808,3405,MQ,DFW,BTR,6,16,4,1318,1451
1346115005026,3574,MQ,HOU,DFW,6,16,4,612,711,3405,MQ,DFW,BTR,6,16,4,1318,1451
5040412913072,3270,MQ,SPS,DFW,6,16,4,635,723,3405,MQ,DFW,BTR,6,16,4,1318,1451
8588025588375,3442,MQ,XNA,DFW,6,16,4,738,843,3405,MQ,DFW,BTR,6,16,4,1318,1451
1892345159717,3420,MQ,GRK,DFW,6,16,4,1210,1255,3405,MQ,DFW,BTR,6,16,4,1318,1451
1805560206810,3514,MQ,OKC,DFW,6,16,4,546,633,3405,MQ,DFW,BTR,6,16,4,1318,1451
6508939003813,3568,MQ,CRP,DFW,6,16,4,605,729,3405,MQ,DFW,BTR,6,16,4,1318,1451
1911459634388,3674,MQ,DSM,DFW,6,16,4,634,825,3405,MQ,DFW,BTR,6,16,4,1318,1451
5099050440508,3362,MQ,LRD,DFW,6,16,4,827,939,3405,MQ,DFW,BTR,6,16,4,1318,1451
8420078440363,3586,MQ,OKC,DFW,6,16,4,933,1023,3405,MQ,DFW,BTR,6,16,4,1318,1451
1146106700198,3762,MQ,AMA,DFW,6,16,4,1010,1110,3405,MQ,DFW,BTR,6,16,4,1318,1451
9913724688889,3554,MQ,OKC,DFW,6,16,4,1045,1141,3405,MQ,DFW,BTR,6,16,4,1318,1451
3188329921745,3740,MQ,TXK,DFW,6,16,4,649,741,3405,MQ,DFW,BTR,6,16,4,1318,1451
4846315175056,3284,MQ,CLL,DFW,6,16,4,805,913,3405,MQ,DFW,BTR,6,16,4,1318,1451
1260722670193,3224,MQ,GGG,DFW,6,16,4,1103,1204,3405,MQ,DFW,BTR,6,16,4,1318,1451
3446849711814,3622,MQ,CRP,DFW,6,16,4,751,903,3405,MQ,DFW,BTR,6,16,4,1318,1451
9641498108962,3370,MQ,CVG,DFW,6,16,4,755,905,3405,MQ,DFW,BTR,6,16,4,1318,1451
8465641069933,3228,MQ,LAW,DFW,6,16,4,825,922,3405,MQ,DFW,BTR,6,16,4,1318,1451
5257229247227,3300,MQ,ABI,DFW,6,16,4,942,1101,3405,MQ,DFW,BTR,6,16,4,1318,1451
8352208723145,3458,MQ,CMH,DFW,6,16,4,1023,1155,3405,MQ,DFW,BTR,6,16,4,1318,1451
9529711098911,3566,MQ,CRP,DFW,6,16,4,1030,1145,3405,MQ,DFW,BTR,6,16,4,1318,1451
8986470306023,3254,MQ,ACT,DFW,6,16,4,1054,1144,3405,MQ,DFW,BTR,6,16,4,1318,1451
3372882686920,3332,MQ,TXK,DFW,6,16,4,1134,1242,3405,MQ,DFW,BTR,6,16,4,1318,1451
7819950834310,3830,MQ,PNS,DFW,6,16,4,615,805,3405,MQ,DFW,BTR,6,16,4,1318,1451
9055216473293,3730,MQ,AMA,DFW,6,16,4,726,850,3405,MQ,DFW,BTR,6,16,4,1318,1451
4209031361346,3836,MQ,BUF,DFW,6,16,4,810,1013,3405,MQ,DFW,BTR,6,16,4,1318,1451
5789038624902,3664,MQ,TUL,DFW,6,16,4,955,1108,3405,MQ,DFW,BTR,6,16,4,1318,1451
